Year,State,STATEFIP,exploitation,patronage,exclusion,rationing,component_sum,total_gini
1977,Hawaii,15.0,0.03993505658050929,0.016101139231119267,0.24750249875958294,0.1105032703217617,0.41404196489297324,0.5721218416147984
1977,Idaho,16.0,0.05598371524697507,0.016650190079041994,0.25630503063057103,0.08099147396830705,0.40993040992489516,0.6180810819270939
1977,Illinois,17.0,0.03973583492210885,0.012906481102281223,0.2890501688935159,0.09836799548064469,0.4400604803985507,0.630640943921605
1977,Indiana,18.0,0.03368837550095091,0.013355328213258997,0.23131703025403247,0.10486357026001165,0.38322430422825404,0.6263146778983727
1977,Iowa,19.0,0.03831485728859348,0.015004720330072583,0.2504421936168451,0.10572622558958043,0.40948799682509157,0.6171635055809752
1977,Kansas,20.0,0.03846785467889293,0.013045863718209623,0.2616281381570293,0.09987646918485212,0.4130183257389839,0.619424204680779
1977,Kentucky,21.0,0.03751166812869936,0.01151977119270522,0.2481534032982045,0.0722551376917217,0.3694399803113308,0.6388601330003841
1977,Louisiana,22.0,0.04306519751224229,0.014299557267295853,0.24341807878940655,0.06744031987572671,0.36822315344467144,0.6885806892489122
1977,Maine,23.0,0.0325968428995954,0.017600071673267718,0.27649163820021855,0.11221329638643404,0.4389018491595157,0.6439094674507276
1977,Maryland,24.0,0.03933141548404406,0.011745481361376934,0.2786173636260073,0.07638539672469095,0.40607965719611927,0.6308003192033858
1977,Massachusetts,25.0,0.03686380861836214,0.01521669523994095,0.29024496011043655,0.1129272302269785,0.4552526941957182,0.6364508890430771
1977,Michigan,26.0,0.03745334763628407,0.010909771234635955,0.3021263237519821,0.09538458945798205,0.4458740320808842,0.643387782926352
1977,Minnesota,27.0,0.046476246700814294,0.01775260928199654,0.3006237833533483,0.11052823805653574,0.4753808773926948,0.6468583874954857
1977,Mississippi,28.0,0.022112115949972283,0.008399953850610672,0.18625159975803604,0.060433878534359664,0.2771975480929787,0.6667448850851176
1977,Missouri,29.0,0.037042085505917394,0.013728938070652218,0.2641092732356284,0.10795444858204498,0.422834745394243,0.6483075355464084
1977,Montana,30.0,0.04600653863764115,0.02438040878084859,0.26600052303182664,0.12117940441408297,0.4575668748643994,0.6406071428788471
1977,Nebraska,31.0,0.03653580085221877,0.01961952153869627,0.1993230022062201,0.12243698951069848,0.3779153141078336,0.6090688297617535
1977,Nevada,32.0,0.0413909433891231,0.014186817385623288,0.2119683177473097,0.06708803852548646,0.33463411704754253,0.5860404790823659
1977,New Hampshire,33.0,0.03437897367302403,0.015607129197559072,0.2559398996602364,0.11779114565715043,0.42371714818796996,0.6120515196435807
1977,New Jersey,34.0,0.03433565015458612,0.011362141070321796,0.3019179630198282,0.10164340809328973,0.4492591623380258,0.6439284550563161
1977,New Mexico,35.0,0.04991526637397589,0.01637911803270127,0.2809755853345243,0.08750910382862355,0.434779073569825,0.6705581787012396
1977,New York,36.0,0.03426315371970978,0.012478569590854145,0.2886030222886987,0.10510822761407909,0.4404529732133417,0.6675607114043689
1977,North Carolina,37.0,0.028654867697621666,0.009652998830765968,0.24947857617859667,0.0787735234284738,0.36655996613545805,0.6067880365923184
1977,North Dakota,38.0,0.05198294855096675,0.027197231915562645,0.24795291634301714,0.12172358319948984,0.44885668000903634,0.6467490900458024
1977,Ohio,39.0,0.034076675753640345,0.012192718350876921,0.26922225231006347,0.1060897049392991,0.4215813513538798,0.6365887356653099
1977,Oklahoma,40.0,0.04945469540085939,0.01830164642150075,0.23603129920629382,0.0979398096847534,0.4017274507134073,0.6652146376704351
1977,Oregon,41.0,0.033284007989061205,0.013888568818084365,0.2889343146701679,0.1254564195238833,0.4615633110011968,0.663362861455558
1977,Pennsylvania,42.0,0.03091141584786639,0.012105861430968057,0.2741808679516563,0.09784054724318372,0.4150386924736744,0.6558644025818444
1977,Rhode Island,44.0,0.03610856102259534,0.012987147976934824,0.28281879539696736,0.10798397387752486,0.43989847827402245,0.638435765655302
1977,South Carolina,45.0,0.02370837517564134,0.00961284313076854,0.17410350566920227,0.07128985811077475,0.2787145820863869,0.5864182774941864
1977,South Dakota,46.0,0.039109121658523406,0.024611396628219477,0.2767995497437099,0.126068092530419,0.46658816056087177,0.6699363875425621
1977,Tennessee,47.0,0.02202239099467848,0.00986131008670932,0.23906355104863658,0.07058279723752375,0.34153004936754816,0.6495814758065824
1977,Texas,48.0,0.04702518321088221,0.015893909548192565,0.2424315972800708,0.08009045409057819,0.3854411441297238,0.641232243125183
1977,Utah,49.0,0.04789336090815867,0.01840883796862406,0.27669192023029043,0.09862851890391046,0.4416226380109836,0.6330258356124578
1977,Vermont,50.0,0.03883097615763296,0.016597253911064237,0.2745264277072295,0.11925811318654708,0.4492127709624738,0.6359991556292691
1977,Virginia,51.0,0.03433421318061751,0.014763822846630904,0.2457497588568998,0.09428621132138476,0.389134006205533,0.6256656606356532
1977,Washington,53.0,0.04710602812535549,0.017542060816031824,0.30227245168503786,0.11879589164698949,0.48571643227341466,0.6549907624136239
1977,West Virginia,54.0,0.04652959487401082,0.022567102446857102,0.21309619802687504,0.08400069089744647,0.36619358624518944,0.6818019305865692
1977,Wisconsin,55.0,0.033723343324888605,0.013109866458220498,0.28979222270007476,0.13196634541737012,0.46859177790055395,0.6193700507517397
1977,Wyoming,56.0,0.07012770010313546,0.03448449369438632,0.2456612011496387,0.10234007165145431,0.45261346659861473,0.6298397809894201
1978,,,0.0016620493669475722,0.0005885008193495531,0.30914799064593473,0.11384291028335651,0.42524145111558836,0.6450801640321125
1978,Alabama,1.0,0.022756689041295325,0.01096442056883017,0.19967727799700768,0.0695091979531944,0.3029075855603276,0.6596387145856164
1978,Alaska,2.0,0.05959097404430767,0.012980491444903984,0.24270704277012042,0.05797035029285011,0.3732488585521822,0.5964818779429266
1978,Arizona,4.0,0.042217809900967414,0.02357834868806719,0.25279646997357497,0.11532527601948017,0.43391790458208973,0.6804769803363591
1978,Arkansas,5.0,0.02871215069825078,0.011420701799329748,0.23429488862374212,0.09761526983245553,0.3720430109537782,0.6639135790097508
1978,California,6.0,0.04339622038349722,0.014294751026331464,0.2807212722742954,0.09811525715789901,0.4365275008420231,0.6312270917743359
1978,Colorado,8.0,0.04623893025108347,0.020978340045494107,0.27700540972347737,0.11442286202842658,0.45864554204848146,0.6246349138935262
1978,Connecticut,9.0,0.03795383299754948,0.012203295713237411,0.3344647708269011,0.12180102132598565,0.5064229208636737,0.6287732053750985
1978,Delaware,10.0,0.03581219124570663,0.013374367765224646,0.2913082621329152,0.09108455507649021,0.43157937622033676,0.6329916064067698
1978,District of Columbia,11.0,0.05909506817809269,0.01310821472574929,0.2577285223843201,0.09062170218491752,0.4205535074730796,0.6579601404824369
1978,Florida,12.0,0.03409770217059521,0.019977098148437837,0.2316229445440203,0.1400200030750737,0.4257177479381271,0.6851951185073273
1978,Georgia,13.0,0.02929568581441358,0.008292241145322203,0.24764943338443135,0.0702789234021488,0.35551628374631594,0.6414631137916617
1978,Hawaii,15.0,0.048212363201412034,0.015722510895982363,0.2743181124037415,0.0976158309118602,0.43586881741299616,0.6254022008750639
1978,Idaho,16.0,0.043401358950475075,0.0188734914049478,0.2433219754403822,0.09621159208293686,0.401808417878742,0.6165928148527012
1978,Illinois,17.0,0.03972338203825009,0.01340829801497415,0.28010928646170974,0.10038398108109926,0.43362494759603326,0.6274773191466063
1978,Indiana,18.0,0.031423702511850865,0.014246600145535951,0.2515567920142099,0.10435383949214873,0.4015809341637454,0.6228148409369908
1978,Iowa,19.0,0.0430238299324929,0.021513452449562313,0.24515842824738765,0.1240314049928923,0.4337271156223351,0.6163012499360878
1978,Kansas,20.0,0.03995213123310102,0.01824614771390957,0.2779934990535764,0.12035608792107291,0.4565478659216599,0.6343305531569644
1978,Kentucky,21.0,0.03538325579043237,0.013499387766832774,0.2450553686705397,0.0807235972133661,0.37466160944117094,0.6507017311638936
1978,Louisiana,22.0,0.043656127584927984,0.01376088622832384,0.2526462265859858,0.06505985552285164,0.3751230959220892,0.6681002311914027
1978,Maine,23.0,0.03608637645658549,0.011245084089089375,0.30107144524557455,0.09538117679868359,0.443784082589933,0.6478359431082
1978,Maryland,24.0,0.03488367702554869,0.011565907788686722,0.2598622330282004,0.09509336878389543,0.4014051866263313,0.6377142285091699
1978,Massachusetts,25.0,0.03653584074180267,0.014268052375285232,0.2896129453771255,0.10951092492335222,0.4499277634175657,0.620102283421504
1978,Michigan,26.0,0.03616228652039764,0.012241816912093613,0.2973300184139706,0.0994736031782782,0.4452077250247401,0.6446135948033959
1978,Minnesota,27.0,0.04232992325785674,0.016129062858927422,0.2904037672756952,0.12127888131304806,0.47014163470552744,0.6285450609072677
1978,Mississippi,28.0,0.024160301196597553,0.009946030701064883,0.18255947775989334,0.06107366387577506,0.27773947353333084,0.6835684498571333
1978,Missouri,29.0,0.03707627258745695,0.014365227587569623,0.25637632976632174,0.10938942098139912,0.4172072509227474,0.6586060152531115
1978,Montana,30.0,0.046059929024529385,0.022056263156493727,0.2448239399912574,0.10799097022689363,0.42093110239917414,0.6338904297990652
1978,Nebraska,31.0,0.04085574606581124,0.019608065515017863,0.23189486843493196,0.12271936206893565,0.4150780420846967,0.6209980577744012
1978,Nevada,32.0,0.050848693804089656,0.01537921410264613,0.2032107612451289,0.06235334441495996,0.3317920135668247,0.6088970101497341
1978,New Hampshire,33.0,0.0305071919072813,0.017598712471788333,0.2411116858910588,0.12518385820572397,0.4144014484758524,0.5915162496048553
1978,New Jersey,34.0,0.03231855895239673,0.010992673974879383,0.30536177600127423,0.10007751769961103,0.44875052662816134,0.6621424828188843
1978,New Mexico,35.0,0.04298672360317353,0.018725278289024826,0.24786385008741554,0.0997624016552349,0.40933825363484877,0.6471097094674805
1978,New York,36.0,0.035983002560217685,0.01198081695944539,0.28827289983238813,0.10070510481883115,0.43694182417088234,0.6629013405789913
1978,North Carolina,37.0,0.029010169728903856,0.010707731640473242,0.24228105582479878,0.0807653120708404,0.36276426926501626,0.5956878418992994
1978,North Dakota,38.0,0.07602132939931745,0.026431978425957844,0.2789984762686779,0.10392922478351824,0.48538100887747143,0.662596815777009
1978,Ohio,39.0,0.03395106725128559,0.012353943570725182,0.2781093638500045,0.10603809086561676,0.43045246553763206,0.6448708063386414
1978,Oklahoma,40.0,0.05101226639396629,0.023241980392948385,0.2641130090644281,0.11918687295938842,0.4575541288107312,0.6861870620061317
1978,Oregon,41.0,0.03928173982268891,0.01494984787586414,0.303848718176625,0.11547042769763351,0.4735507335728116,0.6447769335431802
1978,Pennsylvania,42.0,0.033939864468067786,0.012211469784883763,0.27949321840360153,0.097999070403418,0.42364362305997105,0.652886448449147
1978,Rhode Island,44.0,0.037362244733615796,0.01714866095859834,0.2521801487085631,0.1388752294411999,0.4455662838419771,0.6448145714710312
1978,South Carolina,45.0,0.024436319231071386,0.01012052724749756,0.18860870658482734,0.07888413192773504,0.30204968499113133,0.6018638320154498
1978,South Dakota,46.0,0.0392248338851293,0.026279101017929504,0.21593801472939514,0.1260588034046329,0.4075007530370869,0.6513435962006051
1978,Tennessee,47.0,0.026698435030297566,0.011588369501565008,0.2114948289802949,0.07750027433480186,0.3272819078469593,0.6469058645053826
1978,Texas,48.0,0.04140867990219644,0.014731449958241409,0.2608753054573556,0.07414736115291183,0.3911627964707053,0.6375726736776332
1978,Utah,49.0,0.04202956121858664,0.01989678236160338,0.2650862013232358,0.1143581521939741,0.44137069709739996,0.6462684402043672
1978,Vermont,50.0,0.03664652733646038,0.016234421804463852,0.2724005413672913,0.12346350892338538,0.4487449994316009,0.6168708559939436
1978,Virginia,51.0,0.037512835590767485,0.014335929476069235,0.27019008789668075,0.09732358917420862,0.4193624421377261,0.6406108402287327
1978,Washington,53.0,0.03769754844818545,0.01424389750866187,0.2873489480162332,0.1136837697969763,0.4529741637700568,0.6268756118555368
1978,West Virginia,54.0,0.04965311516911409,0.022904821558267896,0.1796403962004885,0.0796353158920444,0.3318336488199149,0.6793379301361099
1978,Wisconsin,55.0,0.039666263061673306,0.014355749928472572,0.29422903952436824,0.1325945814689031,0.4808456339834172,0.6087830895922742
1978,Wyoming,56.0,0.06548851326026314,0.028231714029183622,0.24482063378896587,0.07555175726832396,0.4140926183467366,0.5893295297720886
1979,,,0.0017590621679918566,0.0008518832119540456,0.3300186246020087,0.16095340434692193,0.4935829743288766,0.6389584293899366
1979,Alabama,1.0,0.03655269825977502,0.01645506466180237,0.2830837989087579,0.10334894447130524,0.4394405063016405,0.6703366933897742
1979,Alaska,2.0,0.061726755806624733,0.031519763076446015,0.2844869899594151,0.12394236539522423,0.5016758742377101,0.5945016861679797
1979,Arizona,4.0,0.05735149421147919,0.03574414941539273,0.29919299064715016,0.1630590180762472,0.5553476523502693,0.6792196379512226
1979,Arkansas,5.0,0.03268626283497464,0.017793790017152963,0.251949348879163,0.12875232891402347,0.431181730645314,0.6315568815236422
1979,California,6.0,0.043760418817343154,0.02056687673375014,0.30850513116219486,0.1470431722367712,0.5198755989500594,0.6334020543152954
1979,Colorado,8.0,0.054396898335179925,0.029839888442657673,0.2972114756077717,0.1423351052405994,0.5237833676262087,0.6287437957223735
1979,Connecticut,9.0,0.03621271769299829,0.018630928520972822,0.2964582963487094,0.17700174918790199,0.5283036917505826,0.6178444381618762
1979,Delaware,10.0,0.04661494032041454,0.021371025925558684,0.31839060892829085,0.13737793285608654,0.5237545080303506,0.629233372249232
1979,District of Columbia,11.0,0.043648415716320124,0.026417002795270886,0.24800190630449306,0.09622035260190277,0.41428767741798683,0.6509397373982988
1979,Florida,12.0,0.0405629586045984,0.030090346698226317,0.2695007846799283,0.19398215807871858,0.5341362480614716,0.6859781067814762
1979,Georgia,13.0,0.030160043272895978,0.013012756326395775,0.26254040296382963,0.11265804260844653,0.41837124517156793,0.6427627153965818
1979,Hawaii,15.0,0.04922558572731119,0.026671574947025118,0.28801389014614864,0.1572439412393745,0.5211549920598595,0.621045387803422
1979,Idaho,16.0,0.051375661775845606,0.027446624579504864,0.28454842791469015,0.14737214433540813,0.5107428586054488,0.6359059467115377
1979,Illinois,17.0,0.042124618173404696,0.020420581302517147,0.2961654358566875,0.14204726592673914,0.5007579012593485,0.63080275686603
1979,Indiana,18.0,0.029731329259959634,0.020061991373435378,0.22605904899084572,0.14745318338230246,0.42330555300654316,0.6056180261208999
1979,Iowa,19.0,0.04073644820195438,0.025416452591343723,0.2593119238237224,0.1801243315606507,0.5055891561776712,0.6093305246998677
1979,Kansas,20.0,0.04075813707222566,0.022903346309492388,0.2725234333184138,0.15043925769818228,0.4866241743983141,0.6114992041536726
1979,Kentucky,21.0,0.042502088330037754,0.026815099798482112,0.26453488835884537,0.1353426459975241,0.4691947224848894,0.6580294948663161
1979,Louisiana,22.0,0.04672449440924433,0.019978460331037097,0.26793833219953367,0.08972458102297691,0.424365867962792,0.6607759576608899
1979,Maine,23.0,0.03443317848796893,0.021696924787455153,0.28381568862373585,0.15199888576153928,0.49194467766069927,0.6354948080404483
1979,Maryland,24.0,0.041246034601777185,0.017729801705679667,0.3068789698038522,0.12353448744969368,0.4893892935610028,0.6258633766374408
1979,Massachusetts,25.0,0.037301789325655914,0.017909233197530808,0.28841310121545155,0.1337709292142347,0.477395052952873,0.6082869927122476
1979,Michigan,26.0,0.0386659611168888,0.016854375523144987,0.30153457029004066,0.14022298037068534,0.4972778873007597,0.6217562761756954
1979,Minnesota,27.0,0.04540685926066385,0.027731715607398687,0.30086728575868027,0.16123804488856128,0.535243905515304,0.6067798725116562
1979,Mississippi,28.0,0.03527322132216158,0.01631457326743063,0.2636494752515363,0.09810415230234089,0.4133414221434694,0.6750677615630786
1979,Missouri,29.0,0.03933546300965274,0.022812643332192482,0.25506295809414453,0.1632648457070854,0.4804759101430751,0.6317921561450713
1979,Montana,30.0,0.051804900389403316,0.03354162071925903,0.29024577165329274,0.1603703588443563,0.5359626516063115,0.6596896027981413
1979,Nebraska,31.0,0.04589401459370574,0.025476258748381216,0.2616963402922033,0.15638395052307727,0.4894505641573675,0.6278079857833996
1979,Nevada,32.0,0.051341650450133475,0.03125842842241437,0.22125340303742472,0.13310353776011213,0.4369570196700847,0.5958412913363084
1979,New Hampshire,33.0,0.03851190032270104,0.021775030605741152,0.27700844312056794,0.17503250605410292,0.512327880103113,0.593720235066419
1979,New Jersey,34.0,0.03878022851442046,0.015365479434691269,0.3126957800468863,0.1337960270509508,0.5006375150469489,0.6460164268694187
1979,New Mexico,35.0,0.05439039411967979,0.03382683321036402,0.27572612481579345,0.14513637132724128,0.5090797234730785,0.6457996822927443
1979,New York,36.0,0.03635747093875213,0.0162963451656508,0.2989316251797082,0.13588548017354532,0.4874709214576565,0.6496216663595836
1979,North Carolina,37.0,0.030584502196471887,0.01297423042620103,0.2617182598053709,0.11063651612059452,0.41591350854863834,0.6029658852354819
1979,North Dakota,38.0,0.05901053680495538,0.03985505137342434,0.28199161420582775,0.14876664246768512,0.5296238448518926,0.6355669576983761
1979,Ohio,39.0,0.03467813840691188,0.01704907142724952,0.2919774533663992,0.15264718511954833,0.4963518483201089,0.6307907128741105
1979,Oklahoma,40.0,0.05231205371671785,0.03337448651327497,0.2636976994381221,0.14794813623732037,0.49733237590543533,0.6805571718691086
1979,Oregon,41.0,0.046359853355325144,0.02168204996192505,0.3018983926131653,0.15143652807504873,0.5213768240054643,0.6244073870746861
1979,Pennsylvania,42.0,0.036162343999285695,0.018633693195006466,0.29480335585304596,0.14745932787131336,0.49705872091865144,0.654940779575068
1979,Rhode Island,44.0,0.03424481936122441,0.021165250036881588,0.29930835624473334,0.1609250551392497,0.515643480782089,0.6152207342546343
1979,South Carolina,45.0,0.03224827999035018,0.014127099837364286,0.2857562793828829,0.10763182369457824,0.43976348290517564,0.6309247241170057
1979,South Dakota,46.0,0.04793366392386474,0.03309236541718411,0.25709420693691937,0.17328865512423822,0.5114088914022064,0.6527423376627014
1979,Tennessee,47.0,0.03273698433744135,0.015923649174374725,0.25648659486239,0.10998177741197006,0.4151290057861761,0.6556547749627543
1979,Texas,48.0,0.047439006401414116,0.021468173552270195,0.2800549274677918,0.1142276738021183,0.4631897812235944,0.6353244727165664
1979,Utah,49.0,0.05367955986153419,0.034828585836688276,0.2784039179511495,0.15089951510020633,0.5178115787495783,0.6355805390567021
1979,Vermont,50.0,0.04327321661176956,0.022451472895175722,0.2796678930875695,0.16135534407248103,0.5067479266669959,0.6152892804163472
1979,Virginia,51.0,0.04282362833362327,0.01990955172031711,0.29800608838226567,0.13596978623926623,0.4967090546754722,0.632476124988471
1979,Washington,53.0,0.03628862424995232,0.02113039184167547,0.27917670407452844,0.15316754340673802,0.4897632635728943,0.614933174699904
1979,West Virginia,54.0,0.04113602150031766,0.033128189927016945,0.24546487196031902,0.11432977596222073,0.43405885934987437,0.682236073208147
1979,Wisconsin,55.0,0.036959344380397656,0.020571485573179393,0.2984835935020792,0.1694321431641094,0.5254465666197656,0.6060971860757672
1979,Wyoming,56.0,0.06825788380408834,0.04366328953260745,0.24107305015096847,0.11130693839777828,0.4643011618854425,0.579648213655861
1980,,,0.0018310906177137543,0.001104316486569007,0.3548250184189631,0.20716720515579132,0.5649276306790372,0.6357744142764524
1980,Alabama,1.0,0.04141679598041829,0.01947964489033041,0.3115500395238683,0.130379656029824,0.502826136424441,0.6788506087982883
1980,Alaska,2.0,0.059577352814432986,0.03343776286034842,0.296774095208359,0.14035353987667198,0.5301427507598123,0.5755646132837673
1980,Arizona,4.0,0.04655815542731852,0.04033747107754636,0.30089250076486007,0.203709089986305,0.59149721725603,0.6524615062008313
1980,Arkansas,5.0,0.03923601164502345,0.02227152109619333,0.3191896212433958,0.16086785251705224,0.5415650065016648,0.6547061427148465
1980,California,6.0,0.04442609992030418,0.026520344481476586,0.321229625342487,0.18395092793623297,0.5761269976805007,0.6351993382060098
1980,Colorado,8.0,0.05290310745863663,0.038871184732109494,0.28102199476717266,0.18792955222435595,0.5607258391822747,0.6005644820701547
1980,Connecticut,9.0,0.039467219720783785,0.02676319002521496,0.321550591414443,0.18738287668941833,0.5751638778498601,0.6049813626409322
1980,Delaware,10.0,0.0418715060386117,0.02520692857669882,0.3349236197696915,0.17362987752534673,0.5756319319103487,0.6472901371554318
1980,District of Columbia,11.0,0.06605883408807309,0.023880853201478928,0.3138009838538099,0.1192838775905743,0.5230245487339362,0.6462564512059478
1980,Florida,12.0,0.04056073654189671,0.03628023792754046,0.28979061721335203,0.22955308851324546,0.5961846801960347,0.6768208522647481
1980,Georgia,13.0,0.03764943985826039,0.020300617893414433,0.3046999807753704,0.1559238758573057,0.518573914384351,0.629603328856035
1980,Hawaii,15.0,0.05254470997516349,0.026639712253955134,0.30205529432367567,0.18464091896141321,0.5658806355142074,0.6005190421240258
1980,Idaho,16.0,0.04803389722026092,0.03627612342706139,0.27856444293883914,0.21483898070575244,0.5777134442919137,0.6290912641820552
1980,Illinois,17.0,0.04033645193817398,0.02414252112917901,0.31388988941917534,0.18172131162261454,0.5600901741091429,0.6159314572075902
1980,Indiana,18.0,0.03252272814909383,0.024162523852251778,0.2661357906277346,0.1765473830789763,0.49936842570805656,0.5909974411717394
1980,Iowa,19.0,0.039203120112533275,0.028310433049391192,0.29916911464796697,0.2119401926580921,0.5786228604679836,0.6160622259193019
1980,Kansas,20.0,0.04014378343472466,0.0265786122680923,0.2948265087716285,0.19321850562656337,0.5547674101010088,0.602695398557407
1980,Kentucky,21.0,0.04563224436154405,0.03155539645614159,0.29008197802339425,0.17448179702684705,0.541751415867927,0.649831106189829
1980,Louisiana,22.0,0.05439462478089122,0.028159848937895034,0.30802087185195515,0.13988570001093445,0.5304610455816758,0.6705721331807939
1980,Maine,23.0,0.03631514435029499,0.032943319404304505,0.2785169927131269,0.2111753561505834,0.5589508126183098,0.6213811226568303
1980,Maryland,24.0,0.04540250210540772,0.024384199372490842,0.3232865591095498,0.16184546055114654,0.554918721138595,0.6226537843436432
1980,Massachusetts,25.0,0.041329124369395606,0.022699820340620253,0.329487726404631,0.17826733700995764,0.5717840081246045,0.6215415502181525
1980,Michigan,26.0,0.04063416483416477,0.02460041256127967,0.3201348587868075,0.19372713110241568,0.5790965672846676,0.6267769003746567
1980,Minnesota,27.0,0.04259177267546025,0.029553126554826423,0.30453102508569246,0.20651194569427864,0.5831878700102578,0.614064556935284
1980,Mississippi,28.0,0.05386345359729366,0.03123003416853239,0.26078489479421735,0.14082540210348687,0.48670378466353026,0.6432378588489397
1980,Missouri,29.0,0.04082540355054051,0.02519929449018097,0.29215422225984206,0.19406600429021648,0.55224492459078,0.6104160862968754
1980,Montana,30.0,0.060911592664149715,0.04231690623357089,0.30404917539868,0.17877330099142463,0.5860509752878252,0.6425790431517178
