num_nodes,p,noise_scale,rank_correl,wealth gini,gini- directly connected,gini- not directly connected,gini- weakly connected,gini- not weakly connected,gini- income-wealth match,gini- no income wealth match
10,0.35,0.1,0.8787878787878788,432937.4,466206.5714285714,418802.82352941175,432937.4,,487186.4,46610.0
10,0.35,0.1,0.9030303030303028,377040.84444444446,336455.2,393608.2195121951,377040.84444444446,,364609.8333333333,83063.5
10,0.35,0.1,0.7818181818181817,367008.4888888889,408793.6842105263,343943.8064516129,367008.4888888889,,431072.5,7775.0
10,0.35,0.1,0.7575757575757575,246774.6888888889,190126.41666666666,260136.56097560975,228271.83333333334,320786.1111111111,205297.18181818182,23248.0
10,0.35,0.1,0.6848484848484848,349139.8,264310.2727272727,353295.2380952381,268482.77777777775,671767.8888888889,290674.5,668.0
10,0.35,0.25,0.7454545454545454,174573.57777777777,206722.5,179397.0,174573.57777777777,,252208.2857142857,47522.25
10,0.35,0.25,0.7939393939393938,353816.0444444445,311665.0,353538.3823529412,353816.0444444445,,328024.3333333333,66275.0
10,0.35,0.25,0.8666666666666665,297131.5333333333,317619.55,312695.2702702703,297131.5333333333,,347031.77777777775,52909.5
10,0.35,0.25,0.8424242424242423,437411.6222222222,498862.0,405373.97142857144,437411.6222222222,,498862.0,
10,0.35,0.25,0.5757575757575757,412422.97777777776,446044.1176470588,410455.0606060606,412422.97777777776,,486286.5714285714,258246.0
10,0.35,0.25,0.9030303030303028,360994.1777777778,324308.7727272727,383762.3076923077,360994.1777777778,,335237.04761904763,94815.0
10,0.35,0.25,0.8787878787878788,280967.7555555556,253663.6,278278.77142857143,280967.7555555556,,262012.35714285713,136781.0
10,0.35,0.25,0.5636363636363636,255036.75555555554,315863.25,269081.358974359,255036.75555555554,,328852.0,224942.0
10,0.35,0.25,0.5757575757575757,223925.97777777776,198953.44444444444,227171.7857142857,205680.61111111112,296907.44444444444,221783.375,16314.0
10,0.35,0.25,0.43030303030303024,327862.9111111111,299180.4666666667,342225.27906976745,286624.0,492818.55555555556,340887.6923076923,28083.5
10,0.35,0.5,0.6,404688.4666666667,466012.0,373886.69444444444,404688.4666666667,,513792.6153846154,258962.66666666666
10,0.35,0.5,-0.01818181818181818,273421.3333333333,264402.0909090909,286051.8461538461,273421.3333333333,,289385.5714285714,220681.0
10,0.35,0.5,0.5757575757575757,327632.64444444445,315657.35714285716,344089.4146341463,327632.64444444445,,388840.3,132700.0
10,0.35,0.5,0.8545454545454544,383049.31111111114,402124.29411764705,384896.77777777775,383049.31111111114,,426148.0,17745.0
10,0.35,0.5,0.6484848484848483,320572.86666666664,326711.5333333333,309045.23076923075,341331.6666666667,237537.66666666666,359948.63636363635,235309.5
10,0.35,0.5,0.6484848484848483,360957.06666666665,330927.9130434783,371091.69696969696,360957.06666666665,,373151.3888888889,178923.4
10,0.35,0.5,0.7575757575757575,338449.6222222222,310909.1818181818,388146.24324324325,338449.6222222222,,325138.8888888889,246875.5
10,0.35,0.5,0.8303030303030302,240556.13333333333,251208.4,245791.55263157896,240556.13333333333,,307503.125,26029.5
10,0.35,0.5,0.49090909090909085,234079.17777777778,240511.23529411765,226477.1891891892,234079.17777777778,,248413.64285714287,203633.33333333334
10,0.35,0.5,0.5151515151515151,286021.64444444445,343651.4285714286,283277.71794871794,286021.64444444445,,361970.4,297854.0
10,0.5,0.0,0.9151515151515152,412032.4,397982.05263157893,408861.7027027027,412032.4,,397982.05263157893,
10,0.5,0.0,0.9393939393939393,301183.4222222222,298292.1153846154,290315.3870967742,301183.4222222222,,298292.1153846154,
10,0.5,0.0,0.9151515151515152,184510.7111111111,182949.84615384616,187767.54761904763,191914.16666666666,154896.88888888888,182949.84615384616,
10,0.5,0.0,0.8909090909090909,248700.55555555556,230868.86363636365,255790.92105263157,248700.55555555556,,230868.86363636365,
10,0.5,0.0,0.9757575757575757,402270.3777777778,386230.4,407728.6216216216,402270.3777777778,,386230.4,
10,0.5,0.0,0.9757575757575757,427751.2444444444,484069.9411764706,428446.0,427751.2444444444,,484069.9411764706,
10,0.5,0.0,0.9636363636363635,335828.6222222222,287038.86363636365,332270.36363636365,335828.6222222222,,287038.86363636365,
10,0.5,0.0,0.9272727272727272,307194.7555555556,289138.4090909091,309805.0588235294,307194.7555555556,,289138.4090909091,
10,0.5,0.0,0.9393939393939393,204582.2,218396.5,187298.92592592593,204582.2,,218396.5,
10,0.5,0.0,0.9878787878787878,419789.84444444446,416626.9,460185.2727272727,419789.84444444446,,416626.9,
10,0.5,0.05,0.8545454545454544,398588.22222222225,378963.13636363635,430555.9696969697,398588.22222222225,,378963.13636363635,
10,0.5,0.05,0.7575757575757575,373644.5111111111,438816.8947368421,361261.3714285714,373644.5111111111,,438816.8947368421,
10,0.5,0.05,0.9636363636363635,354496.35555555555,344835.48,392541.2571428571,354496.35555555555,,344835.48,
10,0.5,0.05,0.9878787878787878,400453.4888888889,412735.0,326754.6153846154,400453.4888888889,,412735.0,
10,0.5,0.05,0.9515151515151514,364211.02222222224,409586.6818181818,340968.9705882353,364211.02222222224,,409586.6818181818,
10,0.5,0.05,0.8787878787878788,397690.9111111111,420509.26086956525,349865.9655172414,397690.9111111111,,438037.0,34899.0
10,0.5,0.05,0.9515151515151514,315991.0444444445,326185.5,263465.26666666666,315991.0444444445,,348849.2272727273,76884.5
10,0.5,0.05,0.8787878787878788,328905.7111111111,362163.2631578947,335016.2105263158,328905.7111111111,,362163.2631578947,
10,0.5,0.05,0.9636363636363635,474209.6222222222,493391.5714285714,449373.63157894736,474209.6222222222,,493391.5714285714,
10,0.5,0.05,0.9757575757575757,401672.73333333334,405464.7931034483,373378.51515151514,401672.73333333334,,419581.4285714286,10199.0
10,0.5,0.1,0.9636363636363635,361560.5777777778,401844.6666666667,309417.85714285716,361560.5777777778,,428538.52,68171.5
10,0.5,0.1,0.7212121212121211,278708.6222222222,239854.48,279831.6666666667,278708.6222222222,,252912.65217391305,89685.5
10,0.5,0.1,0.9393939393939393,395102.97777777776,378516.36842105264,409913.5483870968,395102.97777777776,,395164.44444444444,78851.0
10,0.5,0.1,0.7696969696969697,270353.9555555555,327045.1818181818,267095.5833333333,270353.9555555555,,342331.85714285716,6025.0
10,0.5,0.1,0.9878787878787878,341799.64444444445,355311.652173913,304661.73529411765,341799.64444444445,,355311.652173913,
10,0.5,0.1,0.9636363636363635,380213.5333333333,408591.26086956525,347088.6785714286,380213.5333333333,,408591.26086956525,
10,0.5,0.1,0.9515151515151514,283127.5333333333,278463.1666666667,301665.1142857143,283127.5333333333,,295067.1818181818,95819.0
10,0.5,0.1,0.8666666666666665,352611.15555555554,357720.95652173914,341412.29411764705,352611.15555555554,,357720.95652173914,
10,0.5,0.1,0.8666666666666665,220182.6222222222,244023.8076923077,226210.9705882353,220182.6222222222,,263831.1304347826,92167.66666666667
10,0.5,0.1,0.8909090909090909,302647.4888888889,296183.07692307694,284909.46875,302647.4888888889,,329744.8695652174,38876.0
10,0.5,0.25,0.9393939393939393,357726.86666666664,359213.88,337755.90625,357726.86666666664,,394654.63636363635,99315.0
10,0.5,0.25,0.8909090909090909,363098.6666666667,335275.2380952381,358959.6052631579,363098.6666666667,,360037.2105263158,100036.5
10,0.5,0.25,0.9515151515151514,340776.0444444445,332251.4482758621,337281.8181818182,340776.0444444445,,343386.0714285714,20482.0
10,0.5,0.25,0.9151515151515152,377405.86666666664,373887.55555555556,373440.55,377405.86666666664,,396590.2,90104.5
10,0.5,0.25,0.4666666666666666,371485.4888888889,340699.63157894736,406521.0,371485.4888888889,,401949.9166666667,235699.14285714287
10,0.5,0.25,0.9393939393939393,401326.77777777775,387182.36,417754.0303030303,401326.77777777775,,401806.6666666667,36199.0
10,0.5,0.25,0.8060606060606059,356462.1777777778,355130.04761904763,330144.4324324324,356462.1777777778,,389656.94736842107,27124.5
10,0.5,0.25,0.7939393939393938,323301.4222222222,332542.4285714286,298607.3142857143,323301.4222222222,,357996.92307692306,1634.0
10,0.5,0.25,0.6121212121212121,207835.22222222222,230123.23529411765,189095.45945945947,207835.22222222222,,257118.15384615384,142389.75
10,0.5,0.25,0.7212121212121211,286642.2888888889,279327.38095238095,276377.7037037037,286642.2888888889,,306792.23529411765,162601.75
10,0.5,0.5,0.6848484848484848,340338.7555555556,326065.6,339885.48484848486,340338.7555555556,,375268.26666666666,178457.6
10,0.5,0.5,0.35757575757575755,317543.5111111111,273746.2105263158,333227.9696969697,317543.5111111111,,278783.8333333333,265110.28571428574
10,0.5,0.5,0.7333333333333332,369621.77777777775,366210.92307692306,393203.1724137931,369621.77777777775,,406126.1666666667,276401.625
10,0.5,0.5,0.709090909090909,299247.4888888889,316197.73076923075,293446.27777777775,299247.4888888889,,334351.4285714286,239952.2
10,0.5,0.5,0.8060606060606059,391933.35555555555,338937.48,409171.97222222225,391933.35555555555,,356256.7,269660.6
10,0.5,0.5,0.7454545454545454,337349.86666666664,347802.8,354069.8857142857,337349.86666666664,,379598.4117647059,167627.66666666666
10,0.5,0.5,0.9393939393939393,397003.3777777778,400303.13636363635,382604.9696969697,397003.3777777778,,419076.7619047619,6057.0
10,0.5,0.5,0.7454545454545454,296219.4888888889,371972.3333333333,288157.75,296219.4888888889,,423927.8823529412,151161.25
10,0.5,0.5,0.7333333333333332,326539.64444444445,311766.6666666667,338542.25925925927,326539.64444444445,,321374.8695652174,90778.0
10,0.5,0.5,0.9272727272727272,364824.9555555555,395450.3043478261,360094.8378378378,364824.9555555555,,448114.2,44357.666666666664
10,0.65,0.0,0.9878787878787878,389711.6,378615.0909090909,346853.7037037037,389711.6,,378615.0909090909,
10,0.65,0.0,0.9515151515151514,331812.4888888889,369731.14285714284,364780.35294117645,331812.4888888889,,369731.14285714284,
10,0.65,0.0,0.9757575757575757,345679.4222222222,312444.77777777775,370291.57575757575,345679.4222222222,,312444.77777777775,
10,0.65,0.0,0.9878787878787878,446327.77777777775,470574.1612903226,421800.44444444444,446327.77777777775,,470574.1612903226,
10,0.65,0.0,0.9393939393939393,331095.0444444445,321015.5652173913,320071.4285714286,331095.0444444445,,321015.5652173913,
10,0.65,0.0,0.8787878787878788,297438.4222222222,331985.6060606061,275671.78571428574,297438.4222222222,,331985.6060606061,
10,0.65,0.0,0.9636363636363635,387140.13333333336,337066.06666666665,450194.40625,387140.13333333336,,337066.06666666665,
10,0.65,0.0,0.9515151515151514,213789.6,189882.1379310345,223756.375,213789.6,,189882.1379310345,
10,0.65,0.0,0.9757575757575757,346546.3777777778,386734.85714285716,295711.2121212121,346546.3777777778,,386734.85714285716,
10,0.65,0.0,0.9636363636363635,320532.2888888889,304907.0,333141.8214285714,320532.2888888889,,304907.0,
10,0.65,0.05,0.9999999999999999,383515.4666666667,387352.71428571426,347117.32,383515.4666666667,,387352.71428571426,
10,0.65,0.05,0.9999999999999999,365553.4222222222,325203.03225806454,352461.8333333333,365553.4222222222,,325203.03225806454,
10,0.65,0.05,0.9999999999999999,399999.84444444446,399986.45714285714,340258.17391304346,399999.84444444446,,399986.45714285714,
10,0.65,0.05,0.9878787878787878,412891.0888888889,428285.6296296296,422842.4193548387,412891.0888888889,,428285.6296296296,
10,0.65,0.05,0.9515151515151514,386694.7555555556,419595.96774193546,362337.1923076923,386694.7555555556,,433458.7,3714.0
10,0.65,0.05,0.9878787878787878,337262.64444444445,302870.8620689655,341464.3214285714,337262.64444444445,,302870.8620689655,
10,0.65,0.05,0.9757575757575757,250946.04444444444,207744.7857142857,278943.5588235294,250946.04444444444,,222659.46153846153,13854.0
10,0.65,0.05,0.9515151515151514,379254.73333333334,382675.54285714286,393637.3461538461,379254.73333333334,,413908.84375,49520.333333333336
10,0.65,0.05,0.9636363636363635,379932.06666666665,358360.9655172414,376604.96774193546,379932.06666666665,,369373.0714285714,50022.0
10,0.65,0.05,0.9878787878787878,362998.93333333335,343618.82857142854,318446.24,362998.93333333335,,352512.85294117645,41222.0
10,0.65,0.1,0.9393939393939393,291904.64444444445,322934.32258064515,292154.26470588235,291904.64444444445,,342800.8275862069,34870.0
10,0.65,0.1,0.9272727272727272,346486.77777777775,305625.0,309342.3888888889,346486.77777777775,,326440.275862069,3803.5
10,0.65,0.1,0.9151515151515152,326086.31111111114,349618.8064516129,329916.63636363635,326086.31111111114,,370673.8620689655,44320.5
10,0.65,0.1,0.8666666666666665,289293.64444444445,320161.0689655172,285640.25,289293.64444444445,,335180.18518518517,117403.0
10,0.65,0.1,0.9151515151515152,292413.5111111111,243968.4814814815,317522.3214285714,292413.5111111111,,268760.9166666667,45629.0
10,0.65,0.1,0.9878787878787878,293497.1777777778,292110.3793103448,305622.5142857143,293497.1777777778,,292110.3793103448,
10,0.65,0.1,0.9878787878787878,351546.8888888889,345846.4516129032,382103.20588235295,351546.8888888889,,345846.4516129032,
10,0.65,0.1,0.8545454545454544,315576.1111111111,317280.0689655172,277043.5333333333,315576.1111111111,,339730.81481481483,14195.0
10,0.65,0.1,0.9272727272727272,315169.2444444444,299512.5862068966,312728.5333333333,315169.2444444444,,329452.26923076925,40035.333333333336
10,0.65,0.1,0.9636363636363635,296264.2,283797.9655172414,305372.9375,296264.2,,283797.9655172414,
10,0.65,0.25,0.9030303030303028,290736.44444444444,298411.15625,272282.2962962963,290736.44444444444,,309931.73333333334,125602.5
10,0.65,0.25,0.8303030303030302,334142.26666666666,321515.0714285714,337432.4411764706,334142.26666666666,,375639.73913043475,72541.6
10,0.65,0.25,0.9151515151515152,347661.4,362550.71875,379914.0625,347661.4,,392957.4827586207,68618.66666666667
10,0.65,0.25,0.7575757575757575,302321.0888888889,286881.51612903224,331269.9285714286,302321.0888888889,,332599.24,96391.0
10,0.65,0.25,0.8545454545454544,291793.22222222225,283821.5172413793,304043.14285714284,291793.22222222225,,324025.0416666667,90844.6
10,0.65,0.25,0.6363636363636362,323041.5111111111,357800.2083333333,260914.84615384616,323041.5111111111,,431671.8947368421,77087.8
10,0.65,0.25,0.7454545454545454,273493.68888888886,316525.4137931034,223682.10344827586,273493.68888888886,,327304.9259259259,171002.0
10,0.65,0.25,0.8545454545454544,338576.9555555555,357911.5625,342806.6923076923,338576.9555555555,,399092.71428571426,69643.5
10,0.65,0.25,0.6121212121212121,243320.93333333332,248926.67857142858,252714.6551724138,243320.93333333332,,282830.1,164168.125
10,0.65,0.25,0.7454545454545454,297695.7111111111,290249.0,301148.56666666665,297695.7111111111,,298053.8695652174,245371.0
10,0.65,0.5,0.9636363636363635,414029.84444444446,384112.21875,454604.44444444444,414029.84444444446,,407044.56666666665,40127.0
10,0.65,0.5,0.9030303030303028,299646.02222222224,293838.8888888889,247359.54545454544,299646.02222222224,,314216.4166666667,130818.66666666667
10,0.65,0.5,0.33333333333333326,303272.26666666666,313566.0571428572,335160.3043478261,303272.26666666666,,319155.4583333333,301371.0
10,0.65,0.5,0.6121212121212121,361721.84444444446,341137.63333333336,358094.7083333333,361721.84444444446,,377219.8333333333,196808.83333333334
10,0.65,0.5,0.6606060606060605,347702.97777777776,328075.3333333333,343955.84375,347702.97777777776,,393067.76923076925,159095.0
10,0.65,0.5,0.5151515151515151,302309.26666666666,315303.4285714286,350988.88,302309.26666666666,,417756.2173913043,118935.58333333333
10,0.65,0.5,0.7333333333333332,451093.77777777775,510981.26086956525,445241.2631578947,451093.77777777775,,535697.6666666666,251459.0
10,0.65,0.5,0.7696969696969697,349595.8222222222,339970.21428571426,373050.84375,349595.8222222222,,405427.3333333333,143598.85714285713
10,0.65,0.5,0.7939393939393938,385128.93333333335,379616.1538461539,385897.84,385128.93333333335,,426375.45454545453,122440.0
10,0.65,0.5,0.9515151515151514,323300.0888888889,295151.4857142857,285421.0,323300.0888888889,,306082.36363636365,114792.0
10,0.8,0.0,0.9999999999999999,351071.9111111111,351806.8611111111,351346.6956521739,351071.9111111111,,351806.8611111111,
10,0.8,0.0,0.9999999999999999,382401.73333333334,382721.0,360833.3333333333,382401.73333333334,,382721.0,
10,0.8,0.0,0.9999999999999999,314403.6666666667,287344.0,292678.0,314403.6666666667,,287344.0,
10,0.8,0.0,0.9878787878787878,428741.93333333335,394950.5806451613,463228.0833333333,428741.93333333335,,394950.5806451613,
10,0.8,0.0,0.9878787878787878,310886.1111111111,309922.76923076925,355365.6666666667,310886.1111111111,,309922.76923076925,
10,0.8,0.0,0.9757575757575757,298896.73333333334,280715.9142857143,348262.8,298896.73333333334,,280715.9142857143,
10,0.8,0.0,0.9878787878787878,355881.2444444444,379046.1176470588,369123.5862068966,355881.2444444444,,379046.1176470588,
10,0.8,0.0,0.9878787878787878,439281.4666666667,435788.13513513515,479719.04,439281.4666666667,,435788.13513513515,
10,0.8,0.0,0.9636363636363635,351139.06666666665,319842.85714285716,356368.5,351139.06666666665,,319842.85714285716,
10,0.8,0.0,0.9999999999999999,389940.44444444444,393855.85294117645,368616.2,389940.44444444444,,393855.85294117645,
10,0.8,0.05,0.9757575757575757,389541.13333333336,402210.0,396318.39285714284,389541.13333333336,,411722.275,21719.0
10,0.8,0.05,0.9878787878787878,315568.1111111111,295269.0789473684,402245.65,315568.1111111111,,302522.6216216216,26888.0
10,0.8,0.05,0.9636363636363635,238166.06666666668,234208.025,269913.037037037,238166.06666666668,,243554.68421052632,56621.5
10,0.8,0.05,0.9878787878787878,362977.68888888886,369078.5789473684,334975.7,362977.68888888886,,378498.7837837838,20531.0
10,0.8,0.05,0.9878787878787878,284387.64444444445,321647.7837837838,170991.38461538462,284387.64444444445,,321647.7837837838,
10,0.8,0.05,0.9515151515151514,396250.9555555555,383958.9411764706,390925.5588235294,396250.9555555555,,417632.96774193546,35994.0
10,0.8,0.05,0.9999999999999999,352095.55555555556,364099.55,364946.56666666665,352095.55555555556,,364099.55,
10,0.8,0.05,0.9272727272727272,236886.02222222224,256641.42857142858,243731.04166666666,236886.02222222224,,287987.22580645164,13711.5
10,0.8,0.05,0.9878787878787878,343025.9555555555,347125.6756756757,302809.81481481483,343025.9555555555,,356112.30555555556,23607.0
